Département;Code du Canton;Libellé du Canton;Inscrits;Abstentions;Votants;Blancs;Nuls;Exprimés;Binôme_0;Nuance_0;Voix_0;%Voix/Exp_0;%Voix/Ins_0;Binôme_1;Nuance_1;Voix_1;%Voix/Exp_1;%Voix/Ins_1;Binôme_2;Nuance_2;Voix_2;%Voix/Exp_2;%Voix/Ins_2;Binôme_3;Nuance_3;Voix_3;%Voix/Exp_3;%Voix/Ins_3;Binôme_4;Nuance_4;Voix_4;%Voix/Exp_4;%Voix/Ins_4;Binôme_5;Nuance_5;Voix_5;%Voix/Exp_5;%Voix/Ins_5;Binôme_6;Nuance_6;Voix_6;%Voix/Exp_6;%Voix/Ins_6;Binôme_7;Nuance_7;Voix_7;%Voix/Exp_7;%Voix/Ins_7;Binôme_8;Nuance_8;Voix_8;%Voix/Exp_8;%Voix/Ins_8;Binôme_9;Nuance_9;Voix_9;%Voix/Exp_9;%Voix/Ins_9;Binôme_10;Nuance_10;Voix_10;%Voix/Exp_10;%Voix/Ins_10;Binôme_11;Nuance_11;Voix_11;%Voix/Exp_11;%Voix/Ins_11;Binôme_12;Nuance_12;Voix_12;%Voix/Exp_12;%Voix/Ins_12;Binôme_13;Nuance_13;Voix_13;%Voix/Exp_13;%Voix/Ins_13
89;10;Gâtinais en Bourgogne;11569;7255;4314;71;63;4180;M. Christian DESCHAMPS;BC-DVD;1567.0;37.49;13.54;M. Jean-Luc HENRY;BC-RN;1173.0;28.06;10.14;Mme Christine AITA;BC-DVD;905.0;21.65;7.82;Mme Aurélie DUFOUR;BC-FI;535.0;12.8;4.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;11;Joigny;12184;7950;4234;108;72;4054;M. Philippe BURIER;BC-UG;1597.0;39.39;13.11;M. Cyril ANDRÉ;BC-RN;1086.0;26.79;8.91;Mme Natacha CAUCHOIS;BC-UCD;915.0;22.57;7.51;M. Clément POINTEAU-LANGEVIN;BC-DVD;301.0;7.42;2.47;Mme Annie KERMIN;BC-EXG;155.0;3.82;1.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;12;Joux-la-Ville;9787;5853;3934;132;65;3737;Mme Colette LERMAN;BC-UCD;1897.0;50.76;19.38;Mme Monique BEL;BC-UGE;1057.0;28.28;10.8;M. Philippe RADET;BC-RN;783.0;20.95;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;13;Migennes;10660;7187;3473;80;42;3351;M. François BOUCHER;BC-UD;1566.0;46.73;14.69;Mme Anna MEYROUNE;BC-UG;989.0;29.51;9.28;Mme Karine CHICANNE;BC-RN;796.0;23.75;7.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;14;Pont-sur-Yonne;9537;6483;3054;64;48;2942;M. Grégory DORTE;BC-DVD;1312.0;44.6;13.76;Mme Laurence LEBLANC;BC-RN;909.0;30.9;9.53;Mme Laurie COUTOULY;BC-UG;721.0;24.51;7.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;15;Saint-Florentin;12887;9062;3825;133;60;3632;M. Gérard ANDRÉ;BC-DVD;1470.0;40.47;11.41;Mme Catherine CHEUILLOT-GAUDEAU;BC-RN;1101.0;30.31;8.54;M. Thierry CORNIOT;BC-DVG;1061.0;29.21;8.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;16;Sens-1;13290;9369;3921;94;75;3752;Mme Ghislaine PIEUX;BC-UD;1824.0;48.61;13.72;M. Nicolas LERMITHE;BC-UG;976.0;26.01;7.34;Mme Angélique BURGOS;BC-RN;952.0;25.37;7.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;17;Sens-2;12270;8792;3478;85;54;3339;M. Jean-Luc GIVORD;BC-UD;1433.0;42.92;11.68;Mme Raymonde LEVACHER;BC-RN;909.0;27.22;7.41;Mme Gaëlann BUREAUX;BC-UGE;583.0;17.46;4.75;Mme Dominique CHAPPUIT;BC-UC;414.0;12.4;3.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;18;Thorigny-sur-Oreuse;10438;6619;3819;111;54;3654;M. Ludovic MASSARD;BC-RN;1185.0;32.43;11.35;Mme Catherine BARDEAU;BC-UD;1008.0;27.59;9.66;M. Steve CAMPAGNE;BC-UC;868.0;23.75;8.32;M. Alain JOB;BC-DVG;593.0;16.23;5.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;19;Tonnerrois;11857;7001;4856;149;52;4655;M. Cédric CLECH;BC-DVC;2346.0;50.4;19.79;Mme Anne JERUSALEM;BC-DVD;1345.0;28.89;11.34;Mme Sandrine CAMUS NEYENS;BC-RN;964.0;20.71;8.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;20;Villeneuve-sur-Yonne;9655;6568;3087;95;54;2938;Mme Elisabeth FRASSETTO;BC-DVD;1119.0;38.09;11.59;Mme Audrey LOPEZ;BC-RN;1064.0;36.22;11.02;Mme Hélène FERCOCQ;BC-DVG;755.0;25.7;7.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;21;Vincelles;11492;7162;4330;148;56;4126;Mme Najiba HADJALLI;BC-DVG;1192.0;28.89;10.37;Mme Odile BERTHIER;BC-DVD;1075.0;26.05;9.35;M. Léandre CROENNE;BC-RN;1017.0;24.65;8.85;Mme Isabelle MICHAUD;BC-DVG;842.0;20.41;7.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;1;Bavilliers;10093;6541;3552;207;165;3180;Mme Marie-Dominique BELUCHE;BC-DVG;1611.0;50.66;15.96;M. Eric KOEBERLE;BC-LR;1569.0;49.34;15.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;2;Belfort-1;7431;5468;1963;112;92;1759;M. Bastien FAUDOT;BC-DVG;761.0;43.26;10.24;Mme Charlène AUTHIER-BEYER;BC-LR;505.0;28.71;6.8;Mme Betty DEVILLAIRS;BC-REM;282.0;16.03;3.79;M. Patrick FORESTIER;BC-DVD;211.0;12.0;2.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;3;Belfort-2;9235;6277;2958;137;119;2702;Mme Marie-Hélène IVOL;BC-LR;1344.0;49.74;14.55;M. Sylvain GIGANTE;BC-DVG;801.0;29.64;8.67;Mme Frédérique HENNEQUIN;BC-MDM;557.0;20.61;6.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;4;Belfort-3;7415;5239;2176;106;92;1978;M. Ian BOUCARD;BC-LR;856.0;43.28;11.54;Mme Anny MOREL-GRUNBLATT;BC-DVG;624.0;31.55;8.42;Mme Cindy GIRARD;BC-MDM;498.0;25.18;6.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;5;Châtenois-les-Forges;10842;6696;4146;272;142;3732;M. Florian BOUQUET;BC-LR;2901.0;77.73;26.76;Mme Marie-Laure DUCHANOY;BC-RN;831.0;22.27;7.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;6;Delle;12461;8913;3548;552;181;2815;Mme Anaïs MONNIER VON AESCH;BC-LR;2815.0;100.0;22.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;7;Giromagny;11410;7134;4276;234;137;3905;Mme Rachel COUVREUX;BC-LR;2390.0;61.2;20.95;Mme Fatima MAMMAR;BC-DVG;1079.0;27.63;9.46;M. Jean-Pierre BORGO;BC-MDM;436.0;11.17;3.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;8;Grandvillars;12531;8013;4518;223;84;4211;Mme Isabelle MOUGIN;BC-DVG;2035.0;48.33;16.24;Mme Pascale GABILLOUX;BC-DVD;1160.0;27.55;9.26;Mme Sophie CARNICER;BC-RN;1016.0;24.13;8.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;9;Valdoie;11458;7651;3807;255;150;3402;M. Pierre CARLES;BC-DVD;1506.0;44.27;13.14;M. Vincent JEUDY;BC-DVG;1177.0;34.6;10.27;M. Michel MURAROTTO;BC-REM;719.0;21.13;6.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;1;Arpajon;40864;28673;12191;304;141;11746;Mme Dominique BOUGRAUD;BC-UCD;4728.0;40.25;11.57;M. Michel COLLET;BC-UG;4564.0;38.86;11.17;Mme Évelyne DJEMA;BC-RN;2454.0;20.89;6.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;2;Athis-Mons;32548;22943;9605;173;128;9304;Mme Marion BEILLARD;BC-UG;3934.0;42.28;12.09;Mme Aline DURAND;BC-LR;1980.0;21.28;6.08;M. Julien DUMAINE;BC-DVD;1555.0;16.71;4.78;Mme Christine AUBAUD;BC-RN;1304.0;14.02;4.01;M. Jean De Dieu BATINA;BC-REM;531.0;5.71;1.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;3;Brétigny-sur-Orge;39319;27161;12158;255;135;11768;M. Nicolas MÉARY;BC-UCD;5425.0;46.1;13.8;Mme Isabelle CATRAIN;BC-UGE;4171.0;35.44;10.61;Mme Isabelle GIRARD;BC-RN;2172.0;18.46;5.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;4;Corbeil-Essonnes;32050;24803;7247;218;120;6909;Mme Fadila CHOURFI;BC-UGE;2573.0;37.24;8.03;M. Karl DIRAT;BC-UD;2183.0;31.6;6.81;Mme Nancy DEMETTE;BC-RN;1593.0;23.06;4.97;Mme Perrine DELACROIX;BC-DVC;560.0;8.11;1.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;5;Dourdan;47590;31081;16509;502;187;15820;Mme Dany BOYER;BC-DVC;7589.0;47.97;15.95;M. Olivier BOUTON;BC-SOC;4983.0;31.5;10.47;M. Gilbert MOUSNIER;BC-RN;3248.0;20.53;6.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;6;Draveil;35813;24186;11627;317;115;11195;Mme Anne-Marie JOURDANNEAU-FORT;BC-UD;4333.0;38.7;12.1;M. Gregory BENOIT;BC-UGE;3357.0;29.99;9.37;Mme Hélène ALVES;BC-RN;1893.0;16.91;5.29;Mme Sophie BRIATTE;BC-LR;1012.0;9.04;2.83;M. Romain LALANNE;BC-DVD;600.0;5.36;1.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;7;Epinay-sous-Sénart;36620;26831;9789;258;123;9408;M. Damien ALLOUCH;BC-SOC;4122.0;43.81;11.26;Mme Caroline BRILLAUX;BC-UCD;3107.0;33.03;8.48;Mme Evelyne DIET;BC-RN;2179.0;23.16;5.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;8;Etampes;40989;28489;12500;358;183;11959;Mme Marie-Claire CHAMBARET;BC-DVD;5432.0;45.42;13.25;M. Mathieu HILLAIRE;BC-UG;3426.0;28.65;8.36;Mme Annick BOURSICOT-DUPORT;BC-RN;3101.0;25.93;7.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;9;Evry-Courcouronnes;33687;26353;7334;229;129;6976;M. Pascal CHATAGNON;BC-DVD;1573.0;22.55;4.67;Mme Pétroline BÉROT;BC-UGE;1386.0;19.87;4.11;M. Alban BAKARY;BC-UCD;1173.0;16.81;3.48;Mme Farida AMRANI;BC-UG;1109.0;15.9;3.29;M. Jérémy DE VOS;BC-RN;987.0;14.15;2.93;M. Henry SIMENOU;BC-SOC;748.0;10.72;2.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;10;Gif-sur-Yvette;46861;26991;19870;383;167;19320;M. Michel BOURNAT;BC-UD;10324.0;53.44;22.03;M. Serge AUDINET;BC-UGE;7025.0;36.36;14.99;Mme Laura COLIN;BC-RN;1971.0;10.2;4.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;11;Longjumeau;42405;30246;12159;316;158;11685;M. Stéphane BAZILE;BC-UC;5476.0;46.86;12.91;M. David NOVEL;BC-ECO;3006.0;25.73;7.09;M. Alain BOUTALEB;BC-RN;2605.0;22.29;6.14;Mme Grâce LOKIMBANGO;BC-DIV;598.0;5.12;1.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;12;Massy;38913;27098;11815;240;136;11439;Mme Martine CINOSI GIRARD;BC-DVD;4885.0;42.7;12.55;M. Roger DEL NEGRO;BC-UGE;4219.0;36.88;10.84;M. René CHOISNARD;BC-RN;1486.0;12.99;3.82;Mme Stéphanie ATGER;BC-UC;849.0;7.42;2.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;13;Mennecy;47989;33137;14852;523;208;14121;M. Patrick IMBERT;BC-DVD;6016.0;42.6;12.54;Mme Laetitia COLONNA;BC-DVG;4608.0;32.63;9.6;M. Sami KHODJA;BC-RN;3497.0;24.76;7.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;14;Palaiseau;40675;25250;15425;293;346;14786;Mme Anne LAUNAY;BC-UG;6877.0;46.51;16.91;Mme Marie-Christine GRAVELEAU;BC-DVD;5839.0;39.49;14.36;M. Olivier HORVATH;BC-RN;1443.0;9.76;3.55;Mme Claire DEMATHIEU;BC-DIV;627.0;4.24;1.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;15;Ris-Orangis;31805;23837;7968;271;154;7543;M. Stéphane RAFFALLI;BC-UG;3614.0;47.91;11.36;Mme Laurence BUDELOT;BC-UDI;2081.0;27.59;6.54;Mme Brigitte MANUCEAU;BC-RN;1848.0;24.5;5.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;16;Sainte-Geneviève-des-Bois;42429;29829;12600;356;169;12075;Mme Marie-Claire ARASA;BC-UG;6097.0;50.49;14.37;M. François CHOLLEY;BC-DVD;3768.0;31.2;8.88;Mme Alexandra GEOFFROY;BC-RN;2210.0;18.3;5.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;17;Savigny-sur-Orge;34854;24590;10264;192;104;9968;M. Ludovic BRIEY;BC-UGE;2711.0;27.2;7.78;M. Alexis TEILLET;BC-LR;2675.0;26.84;7.67;Mme Audrey GUIBERT;BC-RN;1899.0;19.05;5.45;Mme Aude HERNANDEZ;BC-REM;1625.0;16.3;4.66;M. Xavier DUGOIN;BC-UCD;1058.0;10.61;3.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;18;Les Ulis;33295;22564;10731;227;119;10385;Mme Latifa NAJI;BC-DVG;5066.0;48.78;15.22;Mme Françoise MARHUENDA;BC-DIV;3809.0;36.68;11.44;Mme Aurelie BARD;BC-RN;1510.0;14.54;4.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;19;Vigneux-sur-Seine;34735;25859;8876;173;120;8583;Mme Samia CARTIER;BC-DVD;4140.0;48.23;11.92;M. Christophe CARRÈRE;BC-UGE;2354.0;27.43;6.78;M. Lucien FÉLICITÉ;BC-RN;1305.0;15.2;3.76;M. Florian BOURRAS;BC-REM;784.0;9.13;2.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;20;Viry-Châtillon;29488;22707;6781;164;101;6516;M. Jérôme BÉRENGER;BC-UCD;3013.0;46.24;10.22;Mme Sara GHENAÏM;BC-UG;2394.0;36.74;8.12;M. Paolo GIOVANETTO;BC-RN;1109.0;17.02;3.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;21;Yerres;32841;23005;9836;198;100;9538;M. Olivier CLODONG;BC-DVD;5713.0;59.9;17.4;Mme Émilie GODART;BC-ECO;2817.0;29.53;8.58;M. Claude ALVES;BC-RN;1008.0;10.57;3.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;1;Antony;41500;25501;15999;524;0;15475;Mme Véronique BERGEROL;BC-LR;6195.0;40.03;14.93;M. Julien DOYEN;BC-UGE;2708.0;17.5;6.53;Mme Catherine FAVIER;BC-REM;2028.0;13.11;4.89;M. Bruno EDOUARD;BC-UG;1700.0;10.99;4.1;Mme Isabelle LAJEUNIE;BC-DVD;1538.0;9.94;3.71;M. Luc DOUMONT;BC-RN;1199.0;7.75;2.89;Mme Lucie VAUDEVILLE;BC-DIV;107.0;0.69;0.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;2;Asnières-sur-Seine;36854;25044;11810;278;137;11395;Mme Josiane FISCHER;BC-UCD;4343.0;38.11;11.78;M. Thomas BURY;BC-ECO;2156.0;18.92;5.85;Mme Isabelle GASTAL;BC-UC;1934.0;16.97;5.25;Mme Catherine ALIBERT;BC-RN;1041.0;9.14;2.82;Mme Miléna, Mathilde ESKENAZI;BC-SOC;964.0;8.46;2.62;Mme Mathilde HERIAUD;BC-UG;823.0;7.22;2.23;M. Antoine BRUNET;BC-EXG;134.0;1.18;0.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;3;Bagneux;35888;24377;11511;320;132;11059;Mme Hélène CILLIERES;BC-UG;3542.0;32.03;9.87;M. Patrice MARTIN;BC-UCD;2841.0;25.69;7.92;M. Christophe BONAZZI;BC-ECO;2556.0;23.11;7.12;Mme Eléonore GARCIA;BC-RN;1242.0;11.23;3.46;M. Olivier BARBEROUSSE;BC-UG;780.0;7.05;2.17;Mme Lucile DUPUY;BC-EXG;98.0;0.89;0.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;4;Boulogne-Billancourt-1;41185;26105;15080;355;0;14725;M. Pierre-Christophe BAGUET;BC-UCD;7848.0;53.3;19.06;M. Antoine DE JERPHANION;BC-DVD;3464.0;23.52;8.41;Mme Sarah CHAMPAGNE;BC-ECO;1729.0;11.74;4.2;M. Bruno DE GRAEVE;BC-RN;843.0;5.72;2.05;Mme Martine EVEN;BC-UG;841.0;5.71;2.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;5;Boulogne-Billancourt-2;44547;28789;15758;767;0;14991;M. Grégoire DE LA RONCIÈRE;BC-UD;6848.0;45.68;15.37;M. Philippe AUDOIN;BC-ECO;3178.0;21.2;7.13;Mme Dominique DE GOUTEL;BC-DVD;1939.0;12.93;4.35;Mme Anne BEAUFILS;BC-UG;1826.0;12.18;4.1;Mme Cécile GUILMAULT;BC-RN;1200.0;8.0;2.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;6;Châtenay-Malabry;53290;33201;20089;607;123;19359;Mme Nathalie LÉANDRI;BC-UCD;10455.0;54.01;19.62;Mme Marine LAURENT;BC-ECO;4612.0;23.82;8.65;M. Jean-Christophe DESSANGES;BC-REM;2744.0;14.17;5.15;M. Alexandre ASKANIAN;BC-RN;1548.0;8.0;2.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;7;Châtillon;36251;22237;14014;321;175;13518;Mme Anne-Christine BATAILLE;BC-UCD;5153.0;38.12;14.21;M. Lounes ADJROUD;BC-UGE;5113.0;37.82;14.1;Mme Juliette CHATELAIN;BC-RN;1362.0;10.08;3.76;M. Michel FAYE;BC-DIV;1087.0;8.04;3.0;Mme Marie-Claire CAILLETAUD;BC-COM;803.0;5.94;2.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;8;Clamart;53956;33645;20311;329;168;19814;Mme Sandrine BOURG;BC-LR;7296.0;36.82;13.52;Mme Adeline BEVING;BC-UGE;5614.0;28.33;10.4;Mme Sonia DAMLAMIAN;BC-REM;3626.0;18.3;6.72;Mme Julia CARRASCO;BC-RN;1649.0;8.32;3.06;M. Boris AMOROZ;BC-UG;1629.0;8.22;3.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;9;Clichy;30448;21546;8902;164;110;8628;Mme Alice LE MOAL;BC-UC;3827.0;44.36;12.57;M. Alain FOURNIER;BC-UGE;2243.0;26.0;7.37;M. Vincent BOSC;BC-REM;736.0;8.53;2.42;M. Sonny SEVERIN;BC-UG;707.0;8.19;2.32;Mme Liliane PRADIER;BC-RN;502.0;5.82;1.65;M. Louis-Alexandre ALCIATOR;BC-UCD;389.0;4.51;1.28;M. Pierre IWANOFF;BC-EXG;147.0;1.7;0.48;M. Idir LARBAOURI;BC-DIV;77.0;0.89;0.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;10;Colombes-1;39668;27688;11980;541;0;11439;Mme Nicole GOUETA;BC-LR;3149.0;27.53;7.94;Mme Chantal BARTHELEMY-RUIZ;BC-UGE;2871.0;25.1;7.24;M. Philippe PATTIER;BC-REM;2015.0;17.62;5.08;M. Lazhar BEKKARI;BC-UG;2009.0;17.56;5.06;Mme Emmanuelle CUIGNET;BC-RN;966.0;8.44;2.44;M. Denis BUTAYE;BC-DVD;429.0;3.75;1.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;11;Colombes-2;45560;28789;16771;610;54;16107;Mme Isabelle CAULLERY;BC-LR;8264.0;51.31;18.14;Mme Anne-Gaëlle COURTY AHMED;BC-UGE;2791.0;17.33;6.13;M. Stéphane AMIOT;BC-REM;2363.0;14.67;5.19;M. Jean-Florent CAMPION;BC-ECO;1017.0;6.31;2.23;M. Olivier MAILLOLS;BC-RN;1003.0;6.23;2.2;Mme Sylvie BERLOQUIN;BC-COM;669.0;4.15;1.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;12;Courbevoie-1;43440;27880;15560;672;29;14859;M. Daniel COURTES;BC-LR;5920.0;39.84;13.63;M. Jean-Philippe ELIE;BC-UC;3117.0;20.98;7.18;M. Timothée BRUDIEU;BC-ECO;2910.0;19.58;6.7;Mme Fazia AIT KACI;BC-RN;1465.0;9.86;3.37;Mme Aline DELOBEL;BC-UGE;1447.0;9.74;3.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;13;Courbevoie-2;48138;29558;18580;748;223;17609;M. Vincent FRANCHI;BC-UCD;7701.0;43.73;16.0;M. Christophe HAUTBOURG;BC-REM;3256.0;18.49;6.76;Mme Priscille DESCOLAS;BC-UGE;3223.0;18.3;6.7;M. Jean-Pierre CHABRUT;BC-RN;1853.0;10.52;3.85;Mme Nadine JEANNE;BC-UGE;1576.0;8.95;3.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;14;Gennevilliers;35906;27860;8046;205;134;7707;M. Denis DATCHARRY;BC-COM;4030.0;52.29;11.22;Mme Patricia LAGARDE;BC-RN;911.0;11.82;2.54;Mme Carine BANSEDE;BC-LR;735.0;9.54;2.05;M. Richard MERRA;BC-ECO;696.0;9.03;1.94;Mme Sandrine HERTIG;BC-DVC;591.0;7.67;1.65;Mme Sophie GUISTHAU;BC-DVG;488.0;6.33;1.36;Mme Fabienne BOURGEOIS;BC-ECO;256.0;3.32;0.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;15;Issy-les-Moulineaux;44798;28339;16459;869;0;15590;M. Ludovic GUILCHER;BC-UDI;6864.0;44.03;15.32;Mme Valérie GIRAUD;BC-UGE;4566.0;29.29;10.19;M. Henri DE LA BROSSE;BC-DVD;2884.0;18.5;6.44;Mme Annie LAVENIER;BC-RN;1276.0;8.18;2.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;16;Levallois-Perret;43126;27937;15189;251;136;14802;Mme Agnès POTTIER-DUMAS;BC-LR;6915.0;46.72;16.03;Mme Frédérique COLLET;BC-UCD;4554.0;30.77;10.56;M. Jérémy MUSSILIER;BC-UGE;1928.0;13.03;4.47;M. Philippe COSTE;BC-RN;1405.0;9.49;3.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;17;Meudon;42982;26064;16918;300;149;16469;M. Denis LARGHERO;BC-UCD;9834.0;59.71;22.88;Mme Monique COUTEAUX;BC-DVG;5201.0;31.58;12.1;Mme Sarena HABIB;BC-RN;1434.0;8.71;3.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;18;Montrouge;45607;28381;17226;307;213;16706;M. Joaquim TIMOTEO;BC-UGE;4577.0;27.4;10.04;Mme Frédérique BASSOLI;BC-DVC;4305.0;25.77;9.44;Mme Sonia FIGUERES;BC-UG;3697.0;22.13;8.11;Mme Laure CAMUS;BC-REM;2318.0;13.88;5.08;Mme Agnès LAFITTE;BC-RN;1521.0;9.1;3.34;M. Jean-Luc LE DEVEHAT;BC-EXG;288.0;1.72;0.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;19;Nanterre-1;32107;23617;8490;171;116;8203;Mme Laureen GENTHON;BC-UG;3401.0;41.46;10.59;Mme Marie-Hélène DECIS-LARTIGAU;BC-DVD;1257.0;15.32;3.92;Mme Emmanuelle FOSSATI;BC-UGE;1166.0;14.21;3.63;M. Alain CHIALVO;BC-RN;917.0;11.18;2.86;Mme Samia BOUSSISSI-POULLARD;BC-UC;718.0;8.75;2.24;Mme Julie BARBAUX;BC-FI;648.0;7.9;2.02;M. José ELOUNDOU;BC-EXG;96.0;1.17;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;20;Nanterre-2;46277;32259;14018;647;62;13309;Mme Camille BEDIN;BC-UD;5587.0;41.98;12.07;Mme Mélanie BLANCHETOT;BC-UC;2271.0;17.06;4.91;M. Jérôme PELLERIN;BC-UG;2082.0;15.64;4.5;Mme Lise CORTES;BC-ECO;1523.0;11.44;3.29;Mme Dominique BOURDOULOUS;BC-RN;1447.0;10.87;3.13;Mme Céline AUGES;BC-EXG;273.0;2.05;0.59;M. Valéry BARNY;BC-DVG;126.0;0.95;0.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
