Département;Code du Canton;Libellé du Canton;Inscrits;Abstentions;Votants;Blancs;Nuls;Exprimés;Binôme_0;Nuance_0;Voix_0;%Voix/Exp_0;%Voix/Ins_0;Binôme_1;Nuance_1;Voix_1;%Voix/Exp_1;%Voix/Ins_1;Binôme_2;Nuance_2;Voix_2;%Voix/Exp_2;%Voix/Ins_2;Binôme_3;Nuance_3;Voix_3;%Voix/Exp_3;%Voix/Ins_3;Binôme_4;Nuance_4;Voix_4;%Voix/Exp_4;%Voix/Ins_4;Binôme_5;Nuance_5;Voix_5;%Voix/Exp_5;%Voix/Ins_5;Binôme_6;Nuance_6;Voix_6;%Voix/Exp_6;%Voix/Ins_6;Binôme_7;Nuance_7;Voix_7;%Voix/Exp_7;%Voix/Ins_7;Binôme_8;Nuance_8;Voix_8;%Voix/Exp_8;%Voix/Ins_8;Binôme_9;Nuance_9;Voix_9;%Voix/Exp_9;%Voix/Ins_9;Binôme_10;Nuance_10;Voix_10;%Voix/Exp_10;%Voix/Ins_10;Binôme_11;Nuance_11;Voix_11;%Voix/Exp_11;%Voix/Ins_11;Binôme_12;Nuance_12;Voix_12;%Voix/Exp_12;%Voix/Ins_12;Binôme_13;Nuance_13;Voix_13;%Voix/Exp_13;%Voix/Ins_13
32;6;Auch-3;7339;4743;2596;182;99;2315;M. Camille BONNE;BC-DVG;1053.0;45.49;14.35;M. Bertrand GONTHIEZ;BC-UC;489.0;21.12;6.66;Mme Caroline BOUCHER;BC-ECO;449.0;19.4;6.12;Mme Julie AGUINALIN;BC-COM;324.0;14.0;4.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;7;Baïse-Armagnac;8758;4961;3797;131;95;3571;Mme Elodie LANAVE;BC-DVG;1581.0;44.27;18.05;Mme Raymonde BARTHE;BC-DVD;952.0;26.66;10.87;M. Thierry SACRÉ;BC-DVD;559.0;15.65;6.38;Mme Nathalie CASALÉ;BC-UC;368.0;10.31;4.2;M. Pascal CONNAN;BC-EXG;111.0;3.11;1.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;8;Fezensac;7103;3448;3655;123;87;3445;M. Benoit DESENLIS;BC-DVD;1326.0;38.49;18.67;M. Philippe CAHUZAC;BC-DVG;1068.0;31.0;15.04;Mme Marie-Martine DALLA-BARBA;BC-DVD;690.0;20.03;9.71;M. Fabrice MERCKLE;BC-RN;361.0;10.48;5.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;9;Fleurance-Lomagne;10438;5740;4698;161;82;4455;Mme Charlette BOUE;BC-DVG;2417.0;54.25;23.16;M. Grégory BOBBATO;BC-DVD;1320.0;29.63;12.65;M. David DOMINGUES;BC-RN;718.0;16.12;6.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;10;Gascogne-Auscitaine;7523;4113;3410;134;76;3200;M. Bernard KSAZ;BC-DVG;1417.0;44.28;18.84;Mme Fabienne DORE;BC-DVD;702.0;21.94;9.33;M. Alain DANET;BC-RN;621.0;19.41;8.25;M. Nicolas CHATELAIN;BC-ECO;460.0;14.38;6.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;11;Gimone-Arrats;10634;5958;4676;240;105;4331;M. Philippe DUPOUY;BC-DVG;2817.0;65.04;26.49;M. Bruno DIENOT;BC-RN;861.0;19.88;8.1;Mme Liliane CORDENOS;BC-COM;653.0;15.08;6.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;12;Grand-Bas-Armagnac;10031;5196;4835;178;122;4535;M. Vincent GOUANELLE;BC-DVD;2860.0;63.07;28.51;M. Christian CUVELLIER;BC-DVD;1675.0;36.93;16.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;13;L'Isle-Jourdain;11461;7267;4194;165;86;3943;Mme Christine DUCARROUGE;BC-LR;1954.0;49.56;17.05;M. Frédéric PAQUIN;BC-DVG;1092.0;27.69;9.53;M. Yannick DELEMASURE;BC-ECO;897.0;22.75;7.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;14;Lectoure-Lomagne;7557;3656;3901;152;83;3666;M. Xavier BALLENGHIEN;BC-DVD;1999.0;54.53;26.45;Mme Françoise BERNARD-SIRAT;BC-DVG;1667.0;45.47;22.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;15;Mirande-Astarac;9503;4914;4589;283;198;4108;M. Francis DUPOUEY;BC-DVG;2913.0;70.91;30.65;Mme Alice CENDRÉ;BC-RN;1195.0;29.09;12.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;16;Pardiac-Rivière-Basse;7545;3646;3899;142;70;3687;Mme Nathalie BARROUILLET;BC-DVG;2093.0;56.77;27.74;Mme Hélène DE RESSEGUIER;BC-DVD;832.0;22.57;11.03;M. Christophe LAPLAZA;BC-RN;550.0;14.92;7.29;Mme Pia DE WITTE;BC-DIV;212.0;5.75;2.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;17;Val-de-Save;9062;4900;4162;151;66;3945;M. Jean-Pierre COT;BC-DVG;2611.0;66.19;28.81;Mme Michelle IDRAC;BC-DIV;897.0;22.74;9.9;M. Thomas ARRIVETS;BC-COM;437.0;11.08;4.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;1;Andernos-les-Bains;46780;31491;15289;300;193;14796;M. Philippe DE GONNEVILLE;BC-DVD;4694.0;31.72;10.03;Mme Monique GOUY;BC-RN;2869.0;19.39;6.13;Mme Coline DOUBLET-MANO;BC-UGE;2661.0;17.98;5.69;Mme Christelle CAILLAUD;BC-REM;1953.0;13.2;4.17;Mme Sandra BÂCLE VARON;BC-DVG;1884.0;12.73;4.03;M. Noah CHOLLET;BC-COM;735.0;4.97;1.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;2;Bordeaux-1;23996;16347;7649;156;55;7438;Mme Wiame BENYACHOU;BC-UGE;3185.0;42.82;13.27;Mme Christine ERRERA;BC-DVD;1251.0;16.82;5.21;M. Johnny LEBEAUPIN;BC-REM;1150.0;15.46;4.79;Mme Myriam ECKERT;BC-EXG;1055.0;14.18;4.4;Mme Jennifer ADAM;BC-RN;637.0;8.56;2.65;M. Farid AZZOUG;BC-EXG;132.0;1.77;0.55;M. Akim EL OUAHDANI;BC-DVG;28.0;0.38;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;3;Bordeaux-2;31381;20293;11088;212;86;10790;M. Cyril FONROSE;BC-UG;3502.0;32.46;11.16;Mme Laurence DESSERTINE;BC-DVD;2730.0;25.3;8.7;M. Marik FETOUH;BC-DVD;1767.0;16.38;5.63;Mme Christiane ARMANET;BC-RN;1052.0;9.75;3.35;M. Guillaume BORAUD;BC-UD;951.0;8.81;3.03;M. Gautier FOURNIÉ;BC-EXG;603.0;5.59;1.92;M. Philippe GOUBAND;BC-DIV;185.0;1.71;0.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;4;Bordeaux-3;34615;21973;12642;263;260;12119;Mme Géraldine AMOUROUX;BC-LR;2998.0;24.74;8.66;M. Clément JEANDET;BC-UGE;2913.0;24.04;8.42;Mme Dominique DAVID;BC-REM;2890.0;23.85;8.35;M. Christophe DEDENIS;BC-RN;1625.0;13.41;4.69;M. Ludovic BOUSQUET;BC-UCD;1098.0;9.06;3.17;Mme Nadia SANGUINE;BC-EXG;595.0;4.91;1.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;5;Bordeaux-4;32907;23952;8955;219;93;8643;M. Vincent MAURIN;BC-UG;2814.0;32.56;8.55;Mme Alexandra MARTIN;BC-REM;1738.0;20.11;5.28;Mme Julie JEAN;BC-UCD;1604.0;18.56;4.87;Mme Morgane LE NAIR;BC-RN;1180.0;13.65;3.59;M. Pierre BENAÏM;BC-EXG;815.0;9.43;2.48;Mme Sandrine DANIEL;BC-DIV;327.0;3.78;0.99;Mme Magali FORONI;BC-DVG;165.0;1.91;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;6;Bordeaux-5;28972;19612;9360;188;110;9062;Mme Eve DEMANGE;BC-UGE;4184.0;46.17;14.44;Mme Emmanuelle CUNY;BC-UD;1381.0;15.24;4.77;Mme Flora COUHAULT;BC-EXG;1360.0;15.01;4.69;Mme Romane DUBOUCHET GOZALO;BC-REM;1214.0;13.4;4.19;M. Pierre LE CAMUS;BC-RN;923.0;10.19;3.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;7;Le Bouscat;29828;20154;9674;204;61;9409;Mme Fabienne DUMAS;BC-DVD;3162.0;33.61;10.6;M. Patrick ALVAREZ;BC-UG;2880.0;30.61;9.66;Mme Frédérique BOUCHER;BC-UCD;1885.0;20.03;6.32;M. Patrick FAUTRIER;BC-RN;1482.0;15.75;4.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;8;La Brède;33950;22342;11608;323;163;11122;M. Bernard FATH;BC-SOC;5328.0;47.91;15.69;Mme Eugénie BARRON;BC-UC;2622.0;23.57;7.72;Mme Julie LATASTE;BC-RN;1984.0;17.84;5.84;M. Gabriel BOYREAU;BC-UD;1188.0;10.68;3.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;9;Cenon;28471;21089;7382;201;123;7058;M. Jean-François EGRON;BC-SOC;3238.0;45.88;11.37;M. Alexandre LEDOUX;BC-RN;1454.0;20.6;5.11;Mme Céline BLANC;BC-UCD;1154.0;16.35;4.05;Mme Marielle ABARRATEGUI;BC-FI;601.0;8.52;2.11;Mme Sylvie GALAN;BC-COM;430.0;6.09;1.51;Mme Florence CARCENAC DE TORNÉ;BC-DVG;181.0;2.56;0.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;10;Les Coteaux de Dordogne;27062;17226;9836;294;208;9334;M. Jacques BREILLAT;BC-LR;3930.0;42.1;14.52;Mme Marie-Christine FAURE;BC-UG;2941.0;31.51;10.87;Mme Pauline GARRAUD;BC-RN;2463.0;26.39;9.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;11;Créon;37877;24847;13030;343;180;12507;Mme Céline GOEURY;BC-DVG;3975.0;31.78;10.49;Mme Christelle DUBOS;BC-REM;2919.0;23.34;7.71;Mme Colette JACQUEMOT;BC-RN;2551.0;20.4;6.73;Mme Mathilde FELD;BC-UGE;2446.0;19.56;6.46;Mme Dominique BARBE;BC-DVG;616.0;4.93;1.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;12;L'Entre-Deux-Mers;27187;17037;10150;332;185;9633;Mme Marie-Claude AGULLANA;BC-DVG;3249.0;33.73;11.95;M. Eric GUERIN;BC-DVD;2416.0;25.08;8.89;Mme Catherine COURBIAN CHAUDERON;BC-RN;2103.0;21.83;7.74;M. Lionel CHOLLON;BC-UG;1865.0;19.36;6.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;13;L'Estuaire;30680;20494;10186;435;288;9463;M. Louis CAVALEIRO;BC-UG;3540.0;37.41;11.54;Mme Christine DUMAS;BC-EXD;2514.0;26.57;8.19;M. Mathieu DELOMIER;BC-UCD;1688.0;17.84;5.5;M. Alexis BORNAZEAU;BC-DIV;1234.0;13.04;4.02;M. Charles TAILLEUR;BC-DSV;282.0;2.98;0.92;Mme Sandrine GUYOMAR;BC-DVG;205.0;2.17;0.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;14;Gujan-Mestras;35626;24216;11410;178;134;11098;Mme Karine DESMOULIN;BC-SOC;3707.0;33.4;10.41;M. Jacques CHAUVET;BC-UCD;2148.0;19.35;6.03;M. Bruno DUMONTEIL;BC-DVD;2006.0;18.08;5.63;M. Hubert BONJEAN;BC-RN;1825.0;16.44;5.12;Mme Béatrice BACH;BC-ECO;1007.0;9.07;2.83;M. Jean-Baptiste BONNET;BC-FI;405.0;3.65;1.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;15;Les Landes des Graves;34068;22815;11253;310;169;10774;M. Hervé GILLÉ;BC-SOC;3550.0;32.95;10.42;Mme Martine DUPRAT;BC-RN;2813.0;26.11;8.26;Mme Corinne LAURENT;BC-LR;2265.0;21.02;6.65;Mme Emma DA SILVA CARVALHO;BC-UGE;1688.0;15.67;4.95;M. David RIEU;BC-COM;458.0;4.25;1.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;16;Le Libournais-Fronsadais;37931;25318;12613;433;240;11940;M. Jean-Henri GALAND;BC-UGE;6032.0;50.52;15.9;Mme Marie-Thérèse ALONSO;BC-UXD;3341.0;27.98;8.81;M. Michaël CENNI;BC-DVD;2567.0;21.5;6.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;17;Lormont;26562;19042;7520;226;118;7176;Mme Martine COUTURIER;BC-UGE;3069.0;42.77;11.55;M. Serge BLUGE;BC-RN;1917.0;26.71;7.22;Mme Olga AKOU;BC-UCD;814.0;11.34;3.06;M. Didier ERIT;BC-LR;795.0;11.08;2.99;Mme Maud BESSON;BC-FI;581.0;8.1;2.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;18;Mérignac-1;31543;21408;10135;188;121;9826;M. Alain CHARRIER;BC-SOC;2933.0;29.85;9.3;M. Stéphane GASO;BC-ECO;1849.0;18.82;5.86;Mme Clara FEUFEU-ROZIÈRE;BC-REM;1789.0;18.21;5.67;M. Herve CARAMONA;BC-RN;1625.0;16.54;5.15;M. Wilfrid DAUTRY;BC-UCD;1027.0;10.45;3.26;M. Joël GIRARD;BC-COM;458.0;4.66;1.45;Mme Maria CALVAR;BC-DSV;145.0;1.48;0.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;19;Mérignac-2;34243;23238;11005;204;126;10675;M. Arnaud ARFEUILLE;BC-SOC;3292.0;30.84;9.61;Mme Anne-Claire MOSOLL;BC-DVD;2407.0;22.55;7.03;Mme Maitena BRU;BC-ECO;2056.0;19.26;6.0;Mme Josyane-Andrée PITRAU;BC-RN;1664.0;15.59;4.86;M. Patrice LASSALLE-BAREILLES;BC-UC;804.0;7.53;2.35;M. Loïc FARNIER;BC-COM;452.0;4.23;1.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;20;Le Nord-Gironde;36365;24476;11889;481;254;11154;M. Florian DUMAS;BC-SOC;6209.0;55.67;17.07;Mme Edwige DIAZ;BC-EXD;4945.0;44.33;13.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;21;Le Nord-Libournais;36105;23965;12140;316;272;11552;M. Sébastien LABORDE;BC-UG;4731.0;40.95;13.1;M. Jérôme COSNARD;BC-DVC;3465.0;29.99;9.6;M. Nicolas GOURY;BC-RN;3356.0;29.05;9.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;22;Le Nord-Médoc;31628;20373;11255;257;190;10808;Mme Chloé CHAGNIAT;BC-RN;3819.0;35.33;12.07;M. Stéphane LE BOT;BC-UG;2668.0;24.69;8.44;M. Florent FATIN;BC-UCD;2650.0;24.52;8.38;M. Johny CARON;BC-DVD;1050.0;9.72;3.32;Mme Laurence BERTIN;BC-FI;621.0;5.75;1.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;23;Pessac-1;42010;27401;14609;253;152;14204;Mme Laure CURVALE;BC-UGE;6025.0;42.42;14.34;M. Stéphane COMME;BC-REM;2518.0;17.73;5.99;Mme Marianna CARPENTIER;BC-RN;1929.0;13.58;4.59;M. Ludovic BIDEAU;BC-UCD;1594.0;11.22;3.79;M. Laurent DESPLAT;BC-DVD;1023.0;7.2;2.44;Mme Marie-Laure Christine CARDINAL;BC-FI;599.0;4.22;1.43;Mme Valérie GASTAUD;BC-COM;434.0;3.06;1.03;Mme Anne-Marie  Dovi ATTIOGBE ABBA;BC-DVG;82.0;0.58;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;24;Pessac-2;36190;23838;12352;201;155;11996;Mme Agnès DESTRIAU;BC-UGE;4884.0;40.71;13.5;Mme Bérangère COUILLARD;BC-UC;3109.0;25.92;8.59;Mme Zeïneb LOUNICI;BC-DVD;1757.0;14.65;4.85;Mme Edwige MARCHAIS;BC-RN;1427.0;11.9;3.94;Mme Isabel GARCIA;BC-FI;819.0;6.83;2.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;25;Les Portes du Médoc;41927;28885;13042;308;171;12563;Mme Christine BOST;BC-UG;6000.0;47.76;14.31;M. Jean-Claude MIGNON;BC-RN;2491.0;19.83;5.94;Mme Nadine SANGUINET-JIMENEZ;BC-DIV;1665.0;13.25;3.97;Mme Francine DEVERGE;BC-UGE;1193.0;9.5;2.85;Mme Marie-Christine GUYOT;BC-UD;982.0;7.82;2.34;Mme Sophie MIMEAU;BC-DSV;232.0;1.85;0.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;26;La Presqu'île;36361;25410;10951;285;147;10519;M. Nordine GUENDEZ;BC-SOC;3391.0;32.24;9.33;Mme Valérie DROUHAUT;BC-DVD;3074.0;29.22;8.45;Mme Sylvie LOPEZ;BC-RN;2362.0;22.45;6.5;Mme Marilyne NGANMOGNE;BC-DVC;999.0;9.5;2.75;Mme Laurence ALENDA;BC-DSV;358.0;3.4;0.98;M. Benjamin NAVARRO;BC-DVD;335.0;3.18;0.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;27;Le Réolais et Les Bastides;32560;19548;13012;414;280;12318;M. Daniel BARBE;BC-SOC;4805.0;39.01;14.76;Mme Sandrine CHADOURNE;BC-RN;2966.0;24.08;9.11;M. Pascal LAVERGNE;BC-DVC;2132.0;17.31;6.55;Mme Fabienne FERTE;BC-DVD;1894.0;15.38;5.82;M. Pascal BAGNAROL;BC-COM;521.0;4.23;1.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;28;Saint-Médard-en-Jalles;37679;24249;13430;261;124;13045;M. Jacques MANGON;BC-DVC;4571.0;35.04;12.13;Mme Dahbia RIGAUD;BC-UG;2971.0;22.78;7.89;Mme Ornella DUPRAT;BC-ECO;1902.0;14.58;5.05;Mme Christine GINER;BC-RN;1878.0;14.4;4.98;Mme Claudie BATTISTON;BC-REM;1282.0;9.83;3.4;Mme Karine COURRÈGE;BC-EXG;441.0;3.38;1.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;29;Le Sud-Gironde;29374;17067;12307;372;262;11673;Mme Isabelle DEXPERT;BC-SOC;8077.0;69.19;27.5;M. Nicolas CALBRIX;BC-RN;2157.0;18.48;7.34;Mme Sarah DECHBERY;BC-LR;1439.0;12.33;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;30;Le Sud-Médoc;41761;27620;14141;291;214;13636;M. Dominique FEDIEU;BC-SOC;5581.0;40.93;13.36;Mme Karine PALIN;BC-UC;4319.0;31.67;10.34;Mme Marie-Nathalie GONCALVES;BC-RN;2936.0;21.53;7.03;Mme Véronique RODRIGUEZ;BC-DVC;800.0;5.87;1.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;31;Talence;28604;18956;9648;237;122;9289;M. Bruno BEZIADE;BC-ECO;2595.0;27.94;9.07;Mme Roukia ABDEREMANE;BC-UD;2308.0;24.85;8.07;M. Arnaud DELLU;BC-SOC;2231.0;24.02;7.8;Mme Geneviève DORIN;BC-RN;1169.0;12.58;4.09;Mme Marie JANVIER;BC-FI;923.0;9.94;3.23;Mme Zoubida BAHA;BC-DVG;63.0;0.68;0.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;32;La Teste-de-Buch;32418;21134;11284;179;140;10965;Mme May ANTOUN;BC-UD;6263.0;57.12;19.32;Mme Francine ERB;BC-RN;1993.0;18.18;6.15;Mme Françoise COINEAU;BC-ECO;1905.0;17.37;5.88;M. Fabien CAIGNARD;BC-COM;804.0;7.33;2.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;33;Villenave-d'Ornon;37797;26279;11518;283;172;11063;Mme Martine JARDINÉ;BC-SOC;3797.0;34.32;10.05;Mme Maryvonne BASTERES;BC-RN;1895.0;17.13;5.01;M. Guillaume LATRILLE;BC-EXG;1868.0;16.89;4.94;Mme Joëlle CESSAC-VERNET;BC-REM;1329.0;12.01;3.52;M. Didier BION;BC-DVC;1262.0;11.41;3.34;M. Paul ROEDERER;BC-COM;708.0;6.4;1.87;M. Cyril BONHOMMÉ;BC-DVG;204.0;1.84;0.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;1;Agde;42579;28900;13679;253;225;13201;Mme Marie-Christine FABRE DE ROUSSAC;BC-UD;5837.0;44.22;13.71;M. Henri COUQUET;BC-RN;4872.0;36.91;11.44;Mme Agnes GIZARD-CARLIN;BC-UG;2492.0;18.88;5.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;2;Béziers-1;29811;20099;9712;378;143;9191;Mme Marie HIRTH;BC-DVD;4252.0;46.26;14.26;M. Pierre CROS;BC-DVG;2900.0;31.55;9.73;M. Jean-Pierre PEREZ;BC-COM;1071.0;11.65;3.59;M. Yann GESHORS;BC-UGE;968.0;10.53;3.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;3;Béziers-2;24718;17891;6827;294;141;6392;Mme Marie-Emmanuelle CAMOUS;BC-RN;4086.0;63.92;16.53;Mme Colette CIANI;BC-UGE;1192.0;18.65;4.82;M. Christophe COQUEMONT;BC-UG;1114.0;17.43;4.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;4;Béziers-3;31835;22100;9735;470;182;9083;M. Jean-Louis RESPAUD;BC-RN;5014.0;55.2;15.75;Mme Elisabeth MANETAS MOULY;BC-DVG;1500.0;16.51;4.71;M. Nicolas COSSANGE;BC-UG;1446.0;15.92;4.54;M. David GARCIA;BC-FI;1123.0;12.36;3.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;5;Cazouls-lès-Béziers;32071;19883;12188;333;249;11606;Mme Séverine SAUR;BC-SOC;6462.0;55.68;20.15;Mme Stéphanie GALZY;BC-RN;4176.0;35.98;13.02;M. Christian HARQUEL;BC-COM;968.0;8.34;3.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;6;Clermont-l'Hérault;33522;21741;11781;377;225;11179;M. Jean-Luc FALIP;BC-SOC;4837.0;43.27;14.43;M. Laurent CLAISSE;BC-RN;2990.0;26.75;8.92;M. Mathieu BOUCHARD;BC-ECO;1681.0;15.04;5.01;Mme Florence CAUSSE;BC-DVC;1671.0;14.95;4.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;7;Le Crès;35714;23485;12229;360;204;11665;M. Yvon PELLET;BC-SOC;6338.0;54.33;17.75;M. Claude CHABERT;BC-RN;3308.0;28.36;9.26;Mme Audrey BRAMY;BC-UGE;2019.0;17.31;5.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;8;Frontignan;37004;25157;11847;268;192;11387;M. Pierre BOULDOIRE;BC-SOC;4937.0;43.36;13.34;Mme Patricia ANDRIEU;BC-RN;4205.0;36.93;11.36;M. Marcel STOECKLIN;BC-DVC;1160.0;10.19;3.13;M. Robert ANDRÉ;BC-DVD;1085.0;9.53;2.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;9;Gignac;30541;19350;11191;362;155;10674;Mme Nicole MORERE;BC-DVG;5422.0;50.8;17.75;Mme Martine HERBAUT;BC-RN;3202.0;30.0;10.48;M. Nordine MAKTOUBI;BC-UGE;2050.0;19.21;6.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;10;Lattes;40505;26993;13512;295;167;13050;M. Cyril MEUNIER;BC-DVG;5063.0;38.8;12.5;Mme Sylviane LECOQ;BC-RN;4114.0;31.52;10.16;M. Stephane Claude HERB;BC-ECO;2278.0;17.46;5.62;M. Arnaud KNOBLOCH;BC-REM;1595.0;12.22;3.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;11;Lodève;28596;17294;11302;389;235;10678;Mme Gaëlle LÉVÊQUE;BC-SOC;5211.0;48.8;18.22;Mme Patricia FAUQUIER;BC-RN;2681.0;25.11;9.38;Mme Julia MIGNACCA;BC-UGE;2273.0;21.29;7.95;Mme Anne GAUTIER;BC-COM;513.0;4.8;1.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;12;Lunel;36219;25201;11018;301;175;10542;M. Jérôme BOISSON;BC-DIV;3786.0;35.91;10.45;Mme Isabelle BUFFET;BC-RN;3624.0;34.38;10.01;Mme Véronique ADELL;BC-UG;2384.0;22.61;6.58;M. Patrick CUSY;BC-DIV;748.0;7.1;2.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;13;Mauguio;40037;26808;13229;531;185;12513;Mme Laurence CAVAILLEZ;BC-RN;4620.0;36.92;11.54;M. Brice BONNEFOUX;BC-DVC;4016.0;32.09;10.03;M. Bertrand COISNE;BC-DVG;2839.0;22.69;7.09;Mme Virginie RAGE ANDRIEU;BC-DIV;1038.0;8.3;2.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;14;Mèze;31976;20588;11388;311;224;10853;Mme Audrey IMBERT;BC-SOC;6471.0;59.62;20.24;M. Cedric DELAPIERRE;BC-RN;3194.0;29.43;9.99;M. Jacques ADGÉ;BC-DVG;1188.0;10.95;3.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
