Code du département;Libellé du département;Code du canton;Libellé du canton;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs et nuls;% BlNuls/Ins;% BlNuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp
1;AIN;2;BÂGÉ-LE-CHÂTEL;10638;5768;54.22;4870;45.78;327;3.07;6.71;4543;42.71;93.29;M;CLERE;Daniel;DVG;2013;18.92;44.31;M;BILLOUDET;Guy;DVD;2530;23.78;55.69;;;;;;;
1;AIN;3;BELLEGARDE-SUR-VALSERINE;10657;6118;57.41;4539;42.59;204;1.91;4.49;4335;40.68;95.51;M;LARMANJAT;Guy;SOC;2964;27.81;68.37;M;FILLION;Jean-Pierre;AUT;1371;12.86;31.63;;;;;;;
1;AIN;4;BELLEY;12238;5832;47.65;6406;52.35;384;3.14;5.99;6022;49.21;94.01;M;FOGNINI;Jean-Marc;SOC;3186;26.03;52.91;M;TRAVERS;Jean Claude;DVD;2836;23.17;47.09;;;;;;;
1;AIN;10;CHÂTILLON-SUR-CHALARONNE;12550;7239;57.68;5311;42.32;317;2.53;5.97;4994;39.79;94.03;M;CHAFFURIN;Nicolas;SOC;2124;16.92;42.53;M;CLAYETTE;Yves;UMP;2870;22.87;57.47;;;;;;;
1;AIN;11;COLIGNY;5032;2010;39.94;3022;60.06;140;2.78;4.63;2882;57.27;95.37;M;GESTAS;Alain;DVG;1565;31.1;54.3;M;BERNADAC;Jean;UMP;1317;26.17;45.7;;;;;;;
1;AIN;13;FERNEY-VOLTAIRE;16768;10742;64.06;6026;35.94;248;1.48;4.12;5778;34.46;95.88;M;LAURENSON;Jean-Paul;DVG;3110;18.55;53.82;F;BOCH;Jocelyne;UMP;2668;15.91;46.18;;;;;;;
1;AIN;15;HAUTEVILLE-LOMPNES;3559;1708;47.99;1851;52.01;70;1.97;3.78;1781;50.04;96.22;M;RABUT;Jacques;DVG;985;27.68;55.31;M;STEYAERT;Frank;DVD;796;22.37;44.69;;;;;;;
1;AIN;18;LHUIS;4087;1869;45.73;2218;54.27;111;2.72;5;2107;51.55;95;M;BEGUET;Daniel;DVG;1108;27.11;52.59;M;ROMEGGIO;René;DVD;999;24.44;47.41;;;;;;;
1;AIN;20;MONTLUEL;14103;7932;56.24;6171;43.76;288;2.04;4.67;5883;41.71;95.33;M;BERNARD;Jacky;SOC;2801;19.86;47.61;F;BOUCHARD;Danielle;DVD;3082;21.85;52.39;;;;;;;
1;AIN;22;NANTUA;7607;4257;55.96;3350;44.04;258;3.39;7.7;3092;40.65;92.3;M;DEGUERRY;Jean;DVD;1858;24.42;60.09;M;PELLEGRINI;Bruno;DVD;1234;16.22;39.91;;;;;;;
1;AIN;24;PONCIN;4914;2429;49.43;2485;50.57;197;4.01;7.93;2288;46.56;92.07;M;CHABRY;Jean;AUT;1335;27.17;58.35;M;GIROUX;Jean-Michel;UMP;953;19.39;41.65;;;;;;;
1;AIN;25;PONT-D'AIN;9152;5075;55.45;4077;44.55;259;2.83;6.35;3818;41.72;93.65;M;FONDRAZ;Serge;DVG;2265;24.75;59.32;M;FERRY;André;DVD;1553;16.97;40.68;;;;;;;
1;AIN;27;PONT-DE-VEYLE;8943;4551;50.89;4392;49.11;254;2.84;5.78;4138;46.27;94.22;M;GREFFET;Christophe;SOC;2441;27.3;58.99;M;CHAPPELON;Yves-Augustin;UMP;1697;18.98;41.01;;;;;;;
1;AIN;31;SEYSSEL;4111;2113;51.4;1998;48.6;98;2.38;4.9;1900;46.22;95.1;M;BERARDI;Christophe;SOC;1029;25.03;54.16;M;DESBOS;Michel;DVD;871;21.19;45.84;;;;;;;
1;AIN;32;THOISSEY;10190;5790;56.82;4400;43.18;308;3.02;7;4092;40.16;93;M;PHILIPPON;André;DVG;2619;25.7;64;F;PERRIN;Nadine;FN;1473;14.46;36;;;;;;;
1;AIN;34;TRÉVOUX;11852;7210;60.83;4642;39.17;240;2.02;5.17;4402;37.14;94.83;M;ROUSSET;Patrick;DVG;2550;21.52;57.93;M;PECHOUX;Marc;UMP;1852;15.63;42.07;;;;;;;
1;AIN;35;VILLARS-LES-DOMBES;6725;3928;58.41;2797;41.59;179;2.66;6.4;2618;38.93;93.6;M;FAVERJON;Georges;DVG;1463;21.75;55.88;M;BERNIGAUD;Roland;M-NC;1155;17.17;44.12;;;;;;;
1;AIN;36;VIRIEU-LE-GRAND;3248;1446;44.52;1802;55.48;98;3.02;5.44;1704;52.46;94.56;F;GUILLON;Pascale;DVG;1037;31.93;60.86;F;MICHALLET;Eliane;UMP;667;20.54;39.14;;;;;;;
1;AIN;39;PÉRONNAS;9942;5452;54.84;4490;45.16;145;1.46;3.23;4345;43.7;96.77;M;QUIVET;Bernard;SOC;1879;18.9;43.25;M;CHANEL;Christian;DVD;2466;24.8;56.75;;;;;;;
1;AIN;40;MIRIBEL;14225;8833;62.09;5392;37.91;304;2.14;5.64;5088;35.77;94.36;M;GOUBET;Pierre;DVG;2906;20.43;57.11;F;TERRIER;Caroline;UMP;2182;15.34;42.89;;;;;;;
1;AIN;43;VIRIAT;12216;5636;46.14;6580;53.86;185;1.51;2.81;6395;52.35;97.19;M;NALLET;Jacques;DVG;3096;25.34;48.41;M;PERRET;Bernard;DVD;3299;27.01;51.59;;;;;;;
2;AISNE;1;ANIZY-LE-CHÂTEAU;7470;3751;50.21;3719;49.79;247;3.31;6.64;3472;46.48;93.36;M;COUNOT;Daniel;DVG;2382;31.89;68.61;M;JAHRLING;Gerhard;FN;1090;14.59;31.39;;;;;;;
2;AISNE;3;BOHAIN-EN-VERMANDOIS;9831;4943;50.28;4888;49.72;377;3.83;7.71;4511;45.89;92.29;M;COLLET;Michel;SOC;2926;29.76;64.86;M;NAIN;José;FN;1585;16.12;35.14;;;;;;;
2;AISNE;4;BRAINE;8175;4110;50.28;4065;49.72;228;2.79;5.61;3837;46.94;94.39;M;TEMPLIER;Ernest;DVD;2559;31.3;66.69;M;FACCINI;Christophe;FN;1278;15.63;33.31;;;;;;;
2;AISNE;8;CHÂTEAU-THIERRY;19797;10416;52.61;9381;47.39;818;4.13;8.72;8563;43.25;91.28;M;KRABAL;Jacques;RDG;5697;28.78;66.53;M;PADIEU;Dominique;FN;2866;14.48;33.47;;;;;;;
2;AISNE;12;CRAONNE;4099;1810;44.16;2289;55.84;141;3.44;6.16;2148;52.4;93.84;M;GENTEUR;Noël;DVG;1276;31.13;59.4;M;RAVERDY;Thierry;M;872;21.27;40.6;;;;;;;
2;AISNE;15;FÈRE-EN-TARDENOIS;6537;3194;48.86;3343;51.14;340;5.2;10.17;3003;45.94;89.83;F;VASSEUR;Isabelle;UMP;1628;24.9;54.21;F;CHEVET;Mireille;FN;1375;21.03;45.79;;;;;;;
2;AISNE;18;LAON-NORD;10281;5605;54.52;4676;45.48;284;2.76;6.07;4392;42.72;93.93;M;KARIMET;Fawaz;SOC;3332;32.41;75.87;M;DE CARPENTIER;Baudouin;FN;1060;10.31;24.13;;;;;;;
2;AISNE;21;NEUFCHÂTEL-SUR-AISNE;7014;3811;54.33;3203;45.67;237;3.38;7.4;2966;42.29;92.6;M;TIMMERMAN;Philippe;DVD;1827;26.05;61.6;F;BEAUVILLAIN;Simone;FN;1139;16.24;38.4;;;;;;;
2;AISNE;23;LE-NOUVION-EN-THIÉRACHE;4814;2123;44.1;2691;55.9;159;3.3;5.91;2532;52.6;94.09;M;THOMAS;Thierry;SOC;1354;28.13;53.48;F;CAIL;Roselyne;DVD;1178;24.47;46.52;;;;;;;
2;AISNE;28;SAINT-QUENTIN-CENTRE;11987;7066;58.95;4921;41.05;622;5.19;12.64;4299;35.86;87.36;F;BLERIOT;Colette;UMP;2641;22.03;61.43;M;LEJEUNE;Yannick;FN;1658;13.83;38.57;;;;;;;
2;AISNE;30;SISSONNE;7208;3646;50.58;3562;49.42;249;3.45;6.99;3313;45.96;93.01;M;LEBEE;Pierre-Marie;SOC;2055;28.51;62.03;M;LORAIN;Alain;DVD;1258;17.45;37.97;;;;;;;
2;AISNE;32;VAILLY-SUR-AISNE;7395;3724;50.36;3671;49.64;214;2.89;5.83;3457;46.75;94.17;M;BATTEFORT;Arnaud;SOC;1528;20.66;44.2;F;VENET;Annick;DVD;1929;26.09;55.8;;;;;;;
2;AISNE;34;VERVINS;5979;2787;46.61;3192;53.39;175;2.93;5.48;3017;50.46;94.52;M;BALLIGAND;Jean-Pierre;SOC;1969;32.93;65.26;M;TAQUET;Xavier;UMP;1048;17.53;34.74;;;;;;;
2;AISNE;35;VIC-SUR-AISNE;7787;3938;50.57;3849;49.43;227;2.92;5.9;3622;46.51;94.1;M;MORAUX;Jean-Luc;SOC;1970;25.3;54.39;M;REBEROT;Nicolas;UMP;1652;21.21;45.61;;;;;;;
2;AISNE;39;SAINT-QUENTIN-NORD;15578;8792;56.44;6786;43.56;854;5.48;12.58;5932;38.08;87.42;M;LAVRILLEUX;Jérôme;UMP;3460;22.21;58.33;M;TOMBOIS;Eddy;FN;2472;15.87;41.67;;;;;;;
3;ALLIER;2;CÉRILLY;4824;1656;34.33;3168;65.67;109;2.26;3.44;3059;63.41;96.56;F;POBEAU-POUPARD;Françoise;COM;1330;27.57;43.48;M;DERIOT;Gérard;UMP;1729;35.84;56.52;;;;;;;
3;ALLIER;6;CUSSET-NORD;9230;4869;52.75;4361;47.25;409;4.43;9.38;3952;42.82;90.62;M;BARDET;René;COM;2330;25.24;58.96;M;LALOY;Jean-Sébastien;DVD;1622;17.57;41.04;;;;;;;
3;ALLIER;7;DOMPIERRE-SUR-BESBRE;6796;3437;50.57;3359;49.43;159;2.34;4.73;3200;47.09;95.27;M;VERNISSE;Pascal;DVG;2180;32.08;68.13;M;GIRARD;Pierre;DVD;1020;15.01;31.88;;;;;;;
3;ALLIER;10;ESCUROLLES;14929;7616;51.01;7313;48.99;502;3.36;6.86;6811;45.62;93.14;M;TRILLET;Christian;SOC;2996;20.07;43.99;M;ROZIER;Jean-Jacques;DVD;3815;25.55;56.01;;;;;;;
3;ALLIER;12;HÉRISSON;6864;2833;41.27;4031;58.73;320;4.66;7.94;3711;54.06;92.06;M;ROUSSAT;Daniel;COM;2170;31.61;58.47;M;FAUREAU;Bernard;DVD;1541;22.45;41.53;;;;;;;
3;ALLIER;14;JALIGNY-SUR-BESBRE;3428;1560;45.51;1868;54.49;109;3.18;5.84;1759;51.31;94.16;M;CHERASSE;Jean-Paul;SOC;1153;33.63;65.55;M;CAILLAULT;Jacques;DVD;606;17.68;34.45;;;;;;;
3;ALLIER;18;LE-MAYET-DE-MONTAGNE;3785;1609;42.51;2176;57.49;199;5.26;9.15;1977;52.23;90.85;M;BARRAUD;Jean-Dominique;DVD;842;22.25;42.59;M;SZYPULA;François;DVD;1135;29.99;57.41;;;;;;;
3;ALLIER;21;MONTLUÇON-OUEST;9153;5408;59.08;3745;40.92;195;2.13;5.21;3550;38.79;94.79;M;POZZOLI;Bernard;SOC;2395;26.17;67.46;M;MOMCILOVIC;Jean-Pierre;DVD;1155;12.62;32.54;;;;;;;
3;ALLIER;24;MOULINS-OUEST;11086;6446;58.15;4640;41.85;277;2.5;5.97;4363;39.36;94.03;M;DENIZOT;Alain;SOC;2821;25.45;64.66;F;ROUAULT-DELISEE;Françoise;DVD;1542;13.91;35.34;;;;;;;
3;ALLIER;30;VICHY-SUD;8426;5166;61.31;3260;38.69;396;4.7;12.15;2864;33.99;87.85;M;CORNE;Christian;UMP;1972;23.4;68.85;M;SALVAN;David;FN;892;10.59;31.15;;;;;;;
3;ALLIER;33;YZEURE;12480;8121;65.07;4359;34.93;807;6.47;18.51;3552;28.46;81.49;M;PERRIN;Pascal;SOC;3552;28.46;100;;;;;;;;;;;;;;
3;ALLIER;35;CUSSET-SUD;10562;5182;49.06;5380;50.94;350;3.31;6.51;5030;47.62;93.49;M;CHARASSE;Gérard;RDG;3734;35.35;74.23;M;CHANNET;Gilles;FN;1296;12.27;25.77;;;;;;;
4;ALPES DE HAUTE PROVENCE;4;BARCELONNETTE;5439;2533;46.57;2906;53.43;192;3.53;6.61;2714;49.9;93.39;M;GILLY;Lucien;SOC;1663;30.58;61.27;M;LANFRANCHI;Michel;UMP;1051;19.32;38.73;;;;;;;
4;ALPES DE HAUTE PROVENCE;5;BARRÊME;1249;370;29.62;879;70.38;25;2;2.84;854;68.37;97.16;M;MOLLING;Bernard;DVG;439;35.15;51.41;M;GIBELIN;Jean-Marie;DVD;415;33.23;48.59;;;;;;;
4;ALPES DE HAUTE PROVENCE;10;FORCALQUIER;10267;5561;54.16;4706;45.84;636;6.19;13.51;4070;39.64;86.49;F;MAS;Sylvie;SOC;1496;14.57;36.76;M;ECHALON;Jacques;DVG;2574;25.07;63.24;;;;;;;
4;ALPES DE HAUTE PROVENCE;13;MANOSQUE-NORD;8678;4645;53.53;4033;46.47;328;3.78;8.13;3705;42.69;91.87;M;AUBERT;Roland;SOC;2437;28.08;65.78;M;D'ORNANO;Michel;FN;1268;14.61;34.22;;;;;;;
4;ALPES DE HAUTE PROVENCE;18;NOYERS-SUR-JABRON;1153;323;28.01;830;71.99;25;2.17;3.01;805;69.82;96.99;M;VADOT;Pierre-Yves;SOC;466;40.42;57.89;M;JAUFFRET;Christian;UMP;339;29.4;42.11;;;;;;;
4;ALPES DE HAUTE PROVENCE;20;REILLANNE;2887;1196;41.43;1691;58.57;185;6.41;10.94;1506;52.16;89.06;M;BRESSAND;Raymond;COM;728;25.22;48.34;M;POURCIN;Pierre;SOC;778;26.95;51.66;;;;;;;
4;ALPES DE HAUTE PROVENCE;21;RIEZ;4163;1798;43.19;2365;56.81;138;3.31;5.84;2227;53.5;94.16;M;ZORZAN;Michel;SOC;1268;30.46;56.94;M;BIANCHI;Christophe;DVG;959;23.04;43.06;;;;;;;
4;ALPES DE HAUTE PROVENCE;29;VALENSOLE;5085;2504;49.24;2581;50.76;167;3.28;6.47;2414;47.47;93.53;M;CHASPOUL;Maurice;SOC;1695;33.33;70.22;M;DIEDRICH;Jean-Claude;FN;719;14.14;29.78;;;;;;;
4;ALPES DE HAUTE PROVENCE;30;VOLONNE;8491;3842;45.25;4649;54.75;300;3.53;6.45;4349;51.22;93.55;M;FIAERT;Claude;SOC;3131;36.87;71.99;M;DROUAN;Jean-Marie;FN;1218;14.34;28.01;;;;;;;
4;ALPES DE HAUTE PROVENCE;32;MANOSQUE-SUD-EST;6025;2920;48.46;3105;51.54;181;3;5.83;2924;48.53;94.17;M;PHILIPPONNEAU;Yannick;COM;1525;25.31;52.15;M;CASTEL;Jean-Claude;UMP;1399;23.22;47.85;;;;;;;
5;HAUTES ALPES;2;L'ARGENTIÈRE-LA-BESSÉE;5222;2198;42.09;3024;57.91;193;3.7;6.38;2831;54.21;93.62;M;DENIS;Pierre;RDG;1471;28.17;51.96;F;DISDIER;Marie-Noëlle;DVD;1360;26.04;48.04;;;;;;;
5;HAUTES ALPES;6;BRIANÇON-NORD;3675;1943;52.87;1732;47.13;175;4.76;10.1;1557;42.37;89.9;M;FROMM;Gérard;SOC;992;26.99;63.71;M;GRYZKA;Romain;UMP;565;15.37;36.29;;;;;;;
5;HAUTES ALPES;7;CHORGES;3675;1244;33.85;2431;66.15;123;3.35;5.06;2308;62.8;94.94;M;ALLARD-LATOUR;Bernard;RDG;1351;36.76;58.54;M;DURAND;Alain;UMP;957;26.04;41.46;;;;;;;
5;HAUTES ALPES;13;MONÊTIER-LES-BAINS;3170;1505;47.48;1665;52.52;60;1.89;3.6;1605;50.63;96.4;M;FARDELLA;Alain;RDG;836;26.37;52.09;F;FORGEOUX-DAMARIUS;Anne-Marie;DVD;769;24.26;47.91;;;;;;;
5;HAUTES ALPES;20;SAINT-FIRMIN;1658;395;23.82;1263;76.18;42;2.53;3.33;1221;73.64;96.67;M;ZECCONI;Marc;DVG;630;38;51.6;M;FREYNET;Alain;AUT;591;35.65;48.4;;;;;;;
5;HAUTES ALPES;22;SERRES;2152;639;29.69;1513;70.31;55;2.56;3.64;1458;67.75;96.36;M;AUBERIC;André;COM;670;31.13;45.95;M;ROY;Michel;UMP;788;36.62;54.05;;;;;;;
5;HAUTES ALPES;23;TALLARD;4683;1247;26.63;3436;73.37;109;2.33;3.17;3327;71.04;96.83;M;GAY-PARA;Michel;DVG;793;16.93;23.84;M;ARNAUD;Jean-Michel;UMP;1331;28.42;40.01;M;GRIMAUD;Roger;DVD;1203;25.69;36.16
5;HAUTES ALPES;26;GAP-CENTRE;5658;3179;56.19;2479;43.81;133;2.35;5.37;2346;41.46;94.63;M;EYRAUD;Jean-Claude;PG;1065;18.82;45.4;M;DIDIER;Roger;M-NC;1281;22.64;54.6;;;;;;;
5;HAUTES ALPES;29;GAP-SUD-EST;6282;3693;58.79;2589;41.21;218;3.47;8.42;2371;37.74;91.58;M;JAUSSAUD;Bernard;SOC;1261;20.07;53.18;M;LISSY;Pascal;M-NC;1110;17.67;46.82;;;;;;;
6;ALPES MARITIMES;5;ST-LAURENT-DU-VAR-CAGNES-EST;27153;15625;57.54;11528;42.46;983;3.62;8.53;10545;38.84;91.47;M;REVEL;Henri;UMP;5421;19.96;51.41;M;BONNIER;Sébastien;FN;5124;18.87;48.59;;;;;;;
6;ALPES MARITIMES;10;GRASSE-SUD;21843;13087;59.91;8756;40.09;560;2.56;6.4;8196;37.52;93.6;M;VINCIGUERRA;Jean-Raymond;ECO;4286;19.62;52.29;M;PIBOU;Gilbert;UMP;3910;17.9;47.71;;;;;;;
6;ALPES MARITIMES;12;LEVENS;15978;8635;54.04;7343;45.96;606;3.79;8.25;6737;42.16;91.75;M;FRERE;Alain;UMP;4380;27.41;65.01;M;THIERY;Jean;FN;2357;14.75;34.99;;;;;;;
6;ALPES MARITIMES;16;NICE-3;21373;12097;56.6;9276;43.4;634;2.97;6.83;8642;40.43;93.17;M;VICTOR;Jacques;COM;4422;20.69;51.17;M;TIVOLI;Lionel;FN;4220;19.74;48.83;;;;;;;
6;ALPES MARITIMES;18;PUGET-THÉNIERS;2673;779;29.14;1894;70.86;74;2.77;3.91;1820;68.09;96.09;F;GRILLI;Nathalie;PG;768;28.73;42.2;M;VELAY;Robert;UMP;1052;39.36;57.8;;;;;;;
6;ALPES MARITIMES;25;SAINT-VALLIER-DE-THIEY;15816;8422;53.25;7394;46.75;592;3.74;8.01;6802;43.01;91.99;M;DELIA;Jean-Marc;M-NC;3848;24.33;56.57;M;COULLET;Maxime;UMP;2954;18.68;43.43;;;;;;;
6;ALPES MARITIMES;29;VILLARS-SUR-VAR;2799;851;30.4;1948;69.6;124;4.43;6.37;1824;65.17;93.63;M;DANNA;Pierre-Paul;DVG;738;26.37;40.46;M;CIAIS;Roger;UMP;1086;38.8;59.54;;;;;;;
6;ALPES MARITIMES;30;VILLEFRANCHE-SUR-MER;16932;9250;54.63;7682;45.37;609;3.6;7.93;7073;41.77;92.07;M;BECK;Xavier;UMP;3646;21.53;51.55;M;VESTRI;René;DVD;3427;20.24;48.45;;;;;;;
6;ALPES MARITIMES;32;NICE-5;18296;10855;59.33;7441;40.67;475;2.6;6.38;6966;38.07;93.62;M;MOTTARD;Patrick;RDG;3905;21.34;56.06;M;MASCAGNI;Alexandre;FN;3061;16.73;43.94;;;;;;;
6;ALPES MARITIMES;35;VALLAURIS-ANTIBES-OUEST;29352;17746;60.46;11606;39.54;1092;3.72;9.41;10514;35.82;90.59;M;GUMIEL;Alain;UMP;5877;20.02;55.9;M;DE MESMAY;Hubert;FN;4637;15.8;44.1;;;;;;;
6;ALPES MARITIMES;36;MANDELIEU-CANNES-OUEST;28315;16028;56.61;12287;43.39;1017;3.59;8.28;11270;39.8;91.72;M;LEROY;Henri;UMP;6596;23.3;58.53;M;GROSJEAN;Adrien;FN;4674;16.51;41.47;;;;;;;
6;ALPES MARITIMES;37;NICE-7;14915;9246;61.99;5669;38.01;532;3.57;9.38;5137;34.44;90.62;M;BAUDIN;Bernard;UMP;2820;18.91;54.9;M;VENEM;Thierry;FN;2317;15.53;45.1;;;;;;;
6;ALPES MARITIMES;38;NICE-8;12987;8190;63.06;4797;36.94;394;3.03;8.21;4403;33.9;91.79;M;BETTATI;Olivier;UMP;2832;21.81;64.32;M;LIGONIE;Bruno;FN;1571;12.1;35.68;;;;;;;
6;ALPES MARITIMES;40;NICE-10;20919;13264;63.41;7655;36.59;592;2.83;7.73;7063;33.76;92.27;M;ASSO;Bernard;UMP;3892;18.61;55.1;M;LEFEVRE;Jean-Philippe;FN;3171;15.16;44.9;;;;;;;
6;ALPES MARITIMES;41;NICE-11;19188;11639;60.66;7549;39.34;694;3.62;9.19;6855;35.73;90.81;M;BENCHIMOL;Daniel;UMP;3551;18.51;51.8;M;PARIS;William;FN;3304;17.22;48.2;;;;;;;
6;ALPES MARITIMES;42;NICE-12;12492;7421;59.41;5071;40.59;449;3.59;8.85;4622;37;91.15;M;KANDEL;Benoît;UMP;2660;21.29;57.55;M;COTTA;Michel;FN;1962;15.71;42.45;;;;;;;
6;ALPES MARITIMES;44;NICE-14;13852;8548;61.71;5304;38.29;380;2.74;7.16;4924;35.55;92.84;M;CUTURELLO;Paul;SOC;2243;16.19;45.55;F;ESTROSI-SASSONE;Dominique;UMP;2681;19.35;54.45;;;;;;;
6;ALPES MARITIMES;47;ANTIBES-CENTRE;19658;12806;65.14;6852;34.86;510;2.59;7.44;6342;32.26;92.56;M;ROUX;Georges;UMP;3851;19.59;60.72;M;GARCIA;Richard;FN;2491;12.67;39.28;;;;;;;
6;ALPES MARITIMES;48;CAGNES-SUR-MER-CENTRE;18022;10638;59.03;7384;40.97;587;3.26;7.95;6797;37.72;92.05;F;BANDECCHI;Marie-José;UMP;3455;19.17;50.83;F;LARTIGUE;Monique;FN;3342;18.54;49.17;;;;;;;
6;ALPES MARITIMES;51;GRASSE-NORD;15253;9518;62.4;5735;37.6;612;4.01;10.67;5123;33.59;89.33;M;VIAUD;Jérôme;UMP;3297;21.62;64.36;M;DEGIOANNI;Jean-Marc;FN;1826;11.97;35.64;;;;;;;
7;ARDECHE;1;ANNONAY-NORD;13726;7910;57.63;5816;42.37;363;2.64;6.24;5453;39.73;93.76;M;LACOMBE;Denis;SOC;3039;22.14;55.73;M;ZAHM;Alain;M;2414;17.59;44.27;;;;;;;
7;ARDECHE;2;ANTRAIGUES;2541;1013;39.87;1528;60.13;116;4.57;7.59;1412;55.57;92.41;M;ROUX;Robert;SOC;746;29.36;52.83;M;CHIRAUSSEL;Alain;DVG;666;26.21;47.17;;;;;;;
7;ARDECHE;6;LE CHEYLARD;5297;1819;34.34;3478;65.66;117;2.21;3.36;3361;63.45;96.64;F;LAFFONT;Corine;SOC;1581;29.85;47.04;M;CHABAL;Jacques;UMP;1780;33.6;52.96;;;;;;;
7;ARDECHE;9;JOYEUSE;7959;3687;46.32;4272;53.68;242;3.04;5.66;4030;50.63;94.34;M;L'HERMINIER;Raoul;SOC;2480;31.16;61.54;M;SALEL;Matthieu;M;1550;19.47;38.46;;;;;;;
7;ARDECHE;10;LAMASTRE;5225;1557;29.8;3668;70.2;136;2.6;3.71;3532;67.6;96.29;M;BOSC;Philippe;MODM;1635;31.29;46.29;M;VALLON;Jean-Paul;DVD;1897;36.31;53.71;;;;;;;
7;ARDECHE;12;MONTPEZAT-SOUS-BAUZON;1836;519;28.27;1317;71.73;135;7.35;10.25;1182;64.38;89.75;M;COUDENE;Patrick;M;617;33.61;52.2;M;LESPINASSE;Eric;UMP;565;30.77;47.8;;;;;;;
7;ARDECHE;13;PRIVAS;14187;7318;51.58;6869;48.42;582;4.1;8.47;6287;44.32;91.53;M;SAULIGNAC;Hervé;SOC;4586;32.33;72.94;M;GRANGIS;Christian;FN;1701;11.99;27.06;;;;;;;
7;ARDECHE;16;SAINT-ETIENNE-DE-LUGDARÈS;883;207;23.44;676;76.56;16;1.81;2.37;660;74.75;97.63;M;GROS;Jérôme;DVG;331;37.49;50.15;M;CHAMPEL;Marc;UMP;329;37.26;49.85;;;;;;;
7;ARDECHE;17;SAINT-FÉLICIEN;3097;1111;35.87;1986;64.13;97;3.13;4.88;1889;60.99;95.12;M;BERTRAND;Michel;SOC;835;26.96;44.2;M;CHAUVIN;Jean-Paul;DVD;1054;34.03;55.8;;;;;;;
7;ARDECHE;18;SAINT-MARTIN-DE-VALAMAS;2903;979;33.72;1924;66.28;78;2.69;4.05;1846;63.59;95.95;M;CHANTRE;Michel;DVG;1115;38.41;60.4;M;LE BON;Yves;DVD;731;25.18;39.6;;;;;;;
7;ARDECHE;27;LES VANS;7094;2908;40.99;4186;59.01;202;2.85;4.83;3984;56.16;95.17;M;MANIFACIER;Jean-Paul;SOC;2554;36;64.11;M;VIGIER;Bruno;M-NC;1430;20.16;35.89;;;;;;;
7;ARDECHE;30;VIVIERS;10509;4847;46.12;5662;53.88;322;3.06;5.69;5340;50.81;94.31;M;PEVERELLI;Olivier;SOC;3518;33.48;65.88;M;ARSAC;Thierry;FN;1822;17.34;34.12;;;;;;;
7;ARDECHE;31;LA-VOULTE-SUR-RHÔNE;11198;6219;55.54;4979;44.46;335;2.99;6.73;4644;41.47;93.27;M;BOLOMEY;Marc;SOC;2785;24.87;59.97;M;AVOUAC;Thierry;M-NC;1859;16.6;40.03;;;;;;;
7;ARDECHE;32;ANNONAY-SUD;11516;6709;58.26;4807;41.74;450;3.91;9.36;4357;37.83;90.64;M;PLENET;Simon;SOC;2673;23.21;61.35;M;SIBILLE;François;UMP;1684;14.62;38.65;;;;;;;
8;ARDENNES;13;JUNIVILLE;3648;1801;49.37;1847;50.63;120;3.29;6.5;1727;47.34;93.5;M;JENIN;Bertrand;SOC;918;25.16;53.16;M;COGNIARD;Christian;DVD;809;22.18;46.84;;;;;;;
8;ARDENNES;16;MONTHERMÉ;8905;4854;54.51;4051;45.49;191;2.14;4.71;3860;43.35;95.29;M;PILARDEAU;Erik;SOC;2581;28.98;66.87;M;BATAILLE;Roland;FN;1279;14.36;33.13;;;;;;;
8;ARDENNES;21;RAUCOURT-ET-FLABA;2963;1210;40.84;1753;59.16;133;4.49;7.59;1620;54.67;92.41;F;DURU;Véronique;AUT;958;32.33;59.14;M;JOSEPH;Pierre;DVD;662;22.34;40.86;;;;;;;
8;ARDENNES;22;RENWEZ;5940;2996;50.44;2944;49.56;234;3.94;7.95;2710;45.62;92.05;M;DRUMEL;Gérard;DVG;1715;28.87;63.28;M;THIERY;Jean-François;UMP;995;16.75;36.72;;;;;;;
8;ARDENNES;23;RETHEL;9477;5338;56.33;4139;43.67;225;2.37;5.44;3914;41.3;94.56;M;JADOT;Pierre;SOC;1429;15.08;36.51;M;AFRIBO;Joseph;DVD;2485;26.22;63.49;;;;;;;
8;ARDENNES;26;SEDAN-NORD;7138;4227;59.22;2911;40.78;215;3.01;7.39;2696;37.77;92.61;F;LOUIS ;Rachelle;SOC;1357;19.01;50.33;F;BARON;Anne;DVD;1339;18.76;49.67;;;;;;;
8;ARDENNES;27;SEDAN-EST;8904;5320;59.75;3584;40.25;301;3.38;8.4;3283;36.87;91.6;M;APOTHELOZ;Christian;SOC;1826;20.51;55.62;M;GRASMUCK;Jean-Paul;DVD;1457;16.36;44.38;;;;;;;
8;ARDENNES;28;SIGNY-L'ABBAYE;3094;1420;45.9;1674;54.1;110;3.56;6.57;1564;50.55;93.43;M;TOUCHON;Baptiste;SOC;596;19.26;38.11;F;FAILLE;Elisabeth;UMP;968;31.29;61.89;;;;;;;
